calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 50.800000 3.179305 8.776379 11.032198 7.594658 -3.042099 0.162763 86.124667 0.017046 0.026930 0.187623 -0.003350 0.000000 0.000000 
1 50.850000 3.179305 8.776379 11.032198 7.597757 -3.126670 0.162763 88.432818 0.017046 0.027667 0.000000 0.000000 0.000000 0.000000 
1 50.900000 3.179305 8.776379 11.032198 7.600856 -3.211242 0.162763 90.740970 0.017046 0.028404 0.000000 0.000000 0.000000 0.000000 
1 50.950000 3.179305 8.776379 11.032198 7.603954 -3.295813 0.162763 93.049121 0.017046 0.029141 0.000000 0.000000 0.000000 0.000000 
1 51.000000 3.179305 8.776379 11.032198 7.607053 -3.380385 0.162763 95.357272 0.017046 0.029878 0.000000 0.000000 0.000000 0.000000 
1 51.050000 3.179305 8.776379 11.032198 7.610152 -3.464956 0.162763 97.665423 0.017046 0.030615 0.000000 0.000000 0.000000 0.000000 
1 51.100000 3.179305 8.776379 11.032198 7.613251 -3.549528 0.162763 99.973575 0.017046 0.031352 0.000000 0.000000 0.000000 0.000000 
1 51.150000 3.179305 8.776379 11.032198 7.616349 -3.634100 0.162763 102.281726 0.017046 0.032089 0.000000 0.000000 0.000000 0.000000 
1 51.200000 3.179305 8.776379 11.032198 7.619448 -3.718671 0.162763 104.589877 0.017046 0.032826 0.000000 0.000000 0.000000 0.000000 
1 51.250000 3.199915 8.213888 11.035549 7.816039 -3.789919 0.181227 106.898745 0.017723 0.033563 0.562869 0.003350 0.000000 0.000000 
1 51.300000 3.237405 7.276523 11.038899 8.188972 -3.857625 0.212688 109.207680 0.018981 0.034300 0.938114 0.003350 0.000000 0.000000 
1 51.350000 3.245531 7.089076 11.035549 8.274249 -3.952296 0.219117 111.514905 0.019260 0.035037 0.187623 -0.003350 0.000000 0.000000 
1 51.400000 3.245531 7.089076 11.035549 8.277940 -4.044588 0.219117 113.822464 0.019260 0.035774 0.000000 0.000000 0.000000 0.000000 
1 51.450000 3.245531 7.089076 11.035549 8.281631 -4.136881 0.219117 116.130022 0.019260 0.036511 0.000000 0.000000 0.000000 0.000000 
1 51.500000 3.245531 7.089076 11.035549 8.285322 -4.229173 0.219117 118.437581 0.019260 0.037248 0.000000 0.000000 0.000000 0.000000 
1 51.550000 3.245531 7.089076 11.035549 8.289014 -4.321466 0.219117 120.745140 0.019260 0.037985 0.000000 0.000000 0.000000 0.000000 
1 51.600000 3.245531 7.089076 11.035549 8.292705 -4.413758 0.219117 123.052698 0.019260 0.038722 0.000000 0.000000 0.000000 0.000000 
1 51.650000 3.260528 6.714130 11.035549 8.466154 -4.495325 0.233636 125.360844 0.019840 0.039459 0.375246 -0.000000 0.000000 0.000000 
1 51.700000 3.313014 5.401819 11.038899 9.151006 -4.546600 0.285418 127.670594 0.021911 0.040196 1.313360 0.003350 0.000000 0.000000 
1 51.750000 3.410529 3.152457 11.038899 10.642737 -4.560674 0.375833 129.982164 0.025831 0.040933 2.251475 0.000000 0.000000 0.000000 
1 51.800000 3.443033 2.402670 11.038899 11.233674 -4.628101 0.406524 132.290801 0.027162 0.041670 0.750492 -0.000000 0.000000 0.000000 
1 51.850000 3.451160 2.215223 11.042249 11.391877 -4.719652 0.414335 134.598159 0.027500 0.042407 0.187623 0.003350 0.000000 0.000000 
1 51.900000 3.451160 2.215223 11.042249 11.396909 -4.827373 0.414335 136.904378 0.027500 0.043144 0.000000 0.000000 0.000000 0.000000 
1 51.950000 3.468668 1.840386 11.042249 11.718619 -4.917249 0.430507 139.211572 0.028256 0.043881 0.375246 0.000000 0.000000 0.000000 
1 52.000000 3.529947 0.528456 11.045600 12.928767 -4.957992 0.488076 141.521418 0.030945 0.044618 1.313360 0.003350 0.000000 0.000000 
1 52.050000 3.586239 -0.595873 11.045600 14.088464 -5.008331 0.538241 143.830514 0.033456 0.045355 1.125737 0.000000 0.000000 0.000000 
